Kecamatan;Last Update (time);Suhu Celsius;Kelembapan;Kondisi cuaca;Kecepatan angin;Arah Angin;Sinar UV
Bancar;;;;;;;
Bojong;;;;;;;
Kandang Gampang;;;;;;;
Kedung Menjangan;;;;;;;
Kembaran Kulon;;;;;;;
Penambongan;;;;;;;
Purbalingga Kidul;;;;;;;
Purbalingga Kulon;;;;;;;
Purbalingga Lor;;;;;;;
Purbalingga Wetan;;;;;;;
Wirasana;;;;;;;
Boro Kulon;;;;;;;
Kledung Karangdalem;;;;;;;
Kledung Kradenan;;;;;;;
Sucenjuru Tengah;;;;;;;
Lugosobo;;;;;;;
Bandung;;;;;;;
Bayem;;;;;;;
Katerban;;;;;;;
Kutoarjo;;;;;;;
Semawung Daleman;;;;;;;
Semawung Kembaran;;;;;;;
Baledono;;;;;;;
Cangkrep Kidul;;;;;;;
Cangkrep Lor;;;;;;;
Doplang;;;;;;;
Kedung Sari;;;;;;;
Keseneng;;;;;;;
Mranti;;;;;;;
Mudal;;;;;;;
Paduroso;;;;;;;
Pangenjuru Tengah;;;;;;;
Pangenrejo;;;;;;;
Purworejo;;;;;;;
Sindurjan;;;;;;;
Tambakrejo;;;;;;;
Gegunung Kulon;;;;;;;
Kutoharjo;;;;;;;
Leteh;;;;;;;
Magersari;;;;;;;
Pacar;;;;;;;
Sidowayah;;;;;;;
Tanjungsari;;;;;;;
Baran;;;;;;;
Kranggan;;;;;;;
Kupang;;;;;;;
Lodoyong;;;;;;;
Ngampin;;;;;;;
Panjang;;;;;;;
Pojoksari;;;;;;;
Tambakboyo;;;;;;;
Bandungan;;;;;;;
Bawen;;;;;;;
Harjosari;;;;;;;
Bergas Lor;;;;;;;
Karangjati;;;;;;;
Ngempon;;;;;;;
Wujil;;;;;;;
Gondoriyo;;;;;;;
Pringapus;;;;;;;
Bandarjo;;;;;;;
Candirejo;;;;;;;
Genuk;;;;;;;
Langensari;;;;;;;
Ungaran;;;;;;;
Beji;;;;;;;
Gedanganak;;;;;;;
Kalirejo;;;;;;;
Sidomulyo;;;;;;;
Susukan;;;;;;;
Gemolong;;;;;;;
Kragilan;;;;;;;
Kwangen;;;;;;;
Ngembat Padas;;;;;;;
Kroyo;;;;;;;
Plumbungan;;;;;;;
Karang Tengah;;;;;;;
Nglorog;;;;;;;
Sine;;;;;;;
Sragen Kulon;;;;;;;
Sragen Tengah;;;;;;;
Sragen Wetan;;;;;;;
Jombor;;;;;;;
Kartasura;;;;;;;
Ngadirejo;;;;;;;
Dampyak;;;;;;;
Kagok;;;;;;;
Kudaile;;;;;;;
Pakembaran;;;;;;;
Procot;;;;;;;
Slawi Wetan;;;;;;;
Kranggan;;;;;;;
Manggong;;;;;;;
Parakan Kauman;;;;;;;
Parakan Wetan;;;;;;;
Banyuurip;;;;;;;
Butuh;;;;;;;
Giyanti;;;;;;;
Jampirejo;;;;;;;
Jampiroso;;;;;;;
Jurang;;;;;;;
Kebonsari;;;;;;;
Kertosari;;;;;;;
Kowangan;;;;;;;
Madureso;;;;;;;
Manding;;;;;;;
Mungseng;;;;;;;
Purworejo;;;;;;;
Sidorejo;;;;;;;
Temanggung I;;;;;;;
Temanggung II;;;;;;;
Tlogorejo;;;;;;;
Walitelon Selatan;;;;;;;
Walitelon Utara;;;;;;;
Selopuro;;;;;;;
Bulukerto;;;;;;;
Ngadirejo;;;;;;;
Puloharjo;;;;;;;
Gemawang;;;;;;;
Sidokarto;;;;;;;
Bayemharjo;;;;;;;
Giritontro;;;;;;;
Girikikis;;;;;;;
Giriwoyo;;;;;;;
Balepanjang;;;;;;;
Jatipurno;;;;;;;
Jatiroto;;;;;;;
Sanggrong;;;;;;;
Pelem;;;;;;;
Tanjungsari;;;;;;;
Gesing;;;;;;;
Kismantoro;;;;;;;
Pagutan;;;;;;;
Punduhsari;;;;;;;
Kasihan;;;;;;;
Mlokomanis Kulon;;;;;;;
Beji;;;;;;;
Kedungrejo;;;;;;;
Gedong;;;;;;;
Giriharjo;;;;;;;
Purwantoro;;;;;;;
Tegalrejo;;;;;;;
Kaliancar;;;;;;;
Kayuloko;;;;;;;
Sidoharjo;;;;;;;
Bulusari;;;;;;;
Karang;;;;;;;
Ngarjosari;;;;;;;
Tirtomoyo;;;;;;;
Giripurwo;;;;;;;
Giritirto;;;;;;;
Giriwono;;;;;;;
Wonoboyo;;;;;;;
Wonokarto;;;;;;;
Wuryorejo;;;;;;;
Mojopuro;;;;;;;
Wuryantoro;;;;;;;
Garung;;;;;;;
Kalikajar;;;;;;;
Kaliwiro;;;;;;;
Kejajar;;;;;;;
Kepil;;;;;;;
Kertek;;;;;;;
Wringinanom;;;;;;;
Leksono;;;;;;;
Andongsili;;;;;;;
Kalibeber;;;;;;;
Mudal;;;;;;;
Sapuran;;;;;;;
Selomerto;;;;;;;
Wonorejo;;;;;;;
Wadaslintang;;;;;;;
Wonoroto;;;;;;;
Bumireso;;;;;;;
Jaraksari;;;;;;;
Jlamprang;;;;;;;
Kalianget;;;;;;;
Kejiwan;;;;;;;
Kramatan;;;;;;;
Mlipak;;;;;;;
Pagerkukuh;;;;;;;
Rojoimo;;;;;;;
Sambek;;;;;;;
Tawangsari;;;;;;;
Wonosobo Barat;;;;;;;
Wonosobo Timur;;;;;;;
Batur;;;;;;;
Bawang;;;;;;;
Kalibening;;;;;;;
Karangkobar;;;;;;;
Madukara;;;;;;;
Mandiraja;;;;;;;
Pagedongan;;;;;;;
Pagentan;;;;;;;
Pandanarum;;;;;;;
Pejawaran;;;;;;;
Punggelan;;;;;;;
Purwanegara;;;;;;;
Purworejo Klampok;;;;;;;
Rakit;;;;;;;
Sigaluh;;;;;;;
Susukan;;;;;;;
Wanadadi;;;;;;;
Wanayasa;;;;;;;
Ajibarang;;;;;;;
Banyumas;;;;;;;
Baturaden;;;;;;;
Cilongok;;;;;;;
Gumelar;;;;;;;
Kalibagor;;;;;;;
Karanglewas;;;;;;;
Kebasen;;;;;;;
Kedung Banteng;;;;;;;
Kembaran;;;;;;;
Kemranjen;;;;;;;
Jatilawang;;;;;;;
Lumbir;;;;;;;
Patikraja;;;;;;;
Pekuncen;;;;;;;
Purwojati;;;;;;;
Purwokerto Barat;;;;;;;
Purwokerto Selatan;;;;;;;
Purwokerto Timur;;;;;;;
Purwokerto Utara;;;;;;;
Rawalo;;;;;;;
Sokaraja;;;;;;;
Somagede;;;;;;;
Sumbang;;;;;;;
Sumpiuh;;;;;;;
Tambak;;;;;;;
Wangon;;;;;;;
Limpung;;;;;;;
Pecalungan;;;;;;;
Bandar;;;;;;;
Banyuputih;;;;;;;
Batang;;;;;;;
Bawang;;;;;;;
Blado;;;;;;;
Gringsing;;;;;;;
Kandeman;;;;;;;
Reban;;;;;;;
Subah;;;;;;;
Tersono;;;;;;;
Tulis;;;;;;;
Warungasem;;;;;;;
Wonotunggal;;;;;;;
Banjarejo;;;;;;;
Blora;;;;;;;
Bogorejo;;;;;;;
Cepu;;;;;;;
Japah;;;;;;;
Jati;;;;;;;
Jepon;;;;;;;
Jiken;;;;;;;
Kedungtuban;;;;;;;
Kradenan;;;;;;;
Kunduran;;;;;;;
Ngawen;;;;;;;
Randublatung;;;;;;;
Sambong;;;;;;;
Todanan;;;;;;;
Tunjungan;;;;;;;
Ampel;;;;;;;
Andong;;;;;;;
Banyudono;;;;;;;
Boyolali;;;;;;;
Cepogo;;;;;;;
Gladagsari;;;;;;;
Juwangi;;;;;;;
Karanggede;;;;;;;
Kemusu;;;;;;;
Klego;;;;;;;
Mojosongo;;;;;;;
Musuk;;;;;;;
Ngemplak;;;;;;;
Nogosari;;;;;;;
Sambi;;;;;;;
Sawit;;;;;;;
Selo;;;;;;;
Simo;;;;;;;
Tamansari;;;;;;;
Teras;;;;;;;
Wonosamodro;;;;;;;
Wonosegoro;;;;;;;
Banjarharjo;;;;;;;
Bantarkawung;;;;;;;
Brebes;;;;;;;
Bulakamba;;;;;;;
Bumiayu;;;;;;;
Jatibarang;;;;;;;
Kersana;;;;;;;
Ketanggungan;;;;;;;
Larangan;;;;;;;
Losari;;;;;;;
Paguyangan;;;;;;;
Salem;;;;;;;
Sirampog;;;;;;;
Songgom;;;;;;;
Tanjung;;;;;;;
Tonjong;;;;;;;
Wanasari;;;;;;;
Adipala;;;;;;;
Bantarsari;;;;;;;
Binangun;;;;;;;
Cilacap Selatan;;;;;;;
Cilacap Tengah;;;;;;;
Cilacap Utara;;;;;;;
Cimanggu;;;;;;;
Cipari;;;;;;;
Dayeuhluhur;;;;;;;
Gandrungmangu;;;;;;;
Jeruklegi;;;;;;;
Kampung Laut;;;;;;;
Karangpucung;;;;;;;
Kawunganten;;;;;;;
Kedungreja;;;;;;;
Kesugihan;;;;;;;
Kroya;;;;;;;
Majenang;;;;;;;
Maos;;;;;;;
Nusawungu;;;;;;;
Patimuan;;;;;;;
Sampang;;;;;;;
Sidareja;;;;;;;
Wanareja;;;;;;;
Bonang;;;;;;;
Demak;;;;;;;
Dempet;;;;;;;
Gajah;;;;;;;
Guntur;;;;;;;
Karanganyar;;;;;;;
Karangawen;;;;;;;
Karangtengah;;;;;;;
Kebonagung;;;;;;;
Mijen;;;;;;;
Mranggen;;;;;;;
Sayung;;;;;;;
Wedung;;;;;;;
Wonosalam;;;;;;;
Brati;;;;;;;
Gabus;;;;;;;
Geyer;;;;;;;
Godong;;;;;;;
Grobogan;;;;;;;
Gubug;;;;;;;
Karangrayung;;;;;;;
Kedungjati;;;;;;;
Klambu;;;;;;;
Kradenan;;;;;;;
Ngaringan;;;;;;;
Penawangan;;;;;;;
Pulokulon;;;;;;;
Purwodadi;;;;;;;
Tanggungharjo;;;;;;;
Tawangharjo;;;;;;;
Tegowanu;;;;;;;
Toroh;;;;;;;
Wirosari;;;;;;;
Bangsri;;;;;;;
Batealit;;;;;;;
Donorojo;;;;;;;
Jepara;;;;;;;
Kalinyamatan;;;;;;;
Karimunjawa;;;;;;;
Kedung;;;;;;;
Keling;;;;;;;
Kembang;;;;;;;
Mayong;;;;;;;
Mlonggo;;;;;;;
Nalumsari;;;;;;;
Pakis Aji;;;;;;;
Pecangaan;;;;;;;
Tahunan;;;;;;;
Welahan;;;;;;;
Colomadu;;;;;;;
Gondangrejo;;;;;;;
Jaten;;;;;;;
Jatipuro;;;;;;;
Jatiyoso;;;;;;;
Jenawi;;;;;;;
Jumapolo;;;;;;;
Jumantono;;;;;;;
Karanganyar;;;;;;;
Karangpandan;;;;;;;
Kebakkramat;;;;;;;
Kerjo;;;;;;;
Matesih;;;;;;;
Ngargoyoso;;;;;;;
Mojogedang;;;;;;;
Tasikmadu;;;;;;;
Tawangmangu;;;;;;;
Adimulyo;;;;;;;
Alian;;;;;;;
Ambal;;;;;;;
Ayah;;;;;;;
Bonorowo;;;;;;;
Buayan;;;;;;;
Buluspesantren;;;;;;;
Gombong;;;;;;;
Karanganyar;;;;;;;
Karanggayam;;;;;;;
Karangsambung;;;;;;;
Kebumen;;;;;;;
Klirong;;;;;;;
Kutowinangun;;;;;;;
Kuwarasan;;;;;;;
Mirit;;;;;;;
Padureso;;;;;;;
Pejagoan;;;;;;;
Petanahan;;;;;;;
Prembun;;;;;;;
Poncowarno;;;;;;;
Puring;;;;;;;
Rowokele;;;;;;;
Sadang;;;;;;;
Sempor;;;;;;;
Sruweng;;;;;;;
Brangsong;;;;;;;
Boja;;;;;;;
Cepiring;;;;;;;
Gemuh;;;;;;;
Kaliwungu;;;;;;;
Kaliwungu Selatan;;;;;;;
Kangkung;;;;;;;
Kendal;;;;;;;
Limbangan;;;;;;;
Ngampel;;;;;;;
Plantungan;;;;;;;
Pageruyung;;;;;;;
Patean;;;;;;;
Patebon;;;;;;;
Pegandon;;;;;;;
Ringinarum;;;;;;;
Rowosari;;;;;;;
Singorojo;;;;;;;
Sukorejo;;;;;;;
Weleri;;;;;;;
Bayat;;;;;;;
Cawas;;;;;;;
Ceper;;;;;;;
Delanggu;;;;;;;
Gantiwarno;;;;;;;
Jatinom;;;;;;;
Jogonalan;;;;;;;
Juwiring;;;;;;;
Kalikotes;;;;;;;
Karanganom;;;;;;;
Karangdowo;;;;;;;
Karangnongko;;;;;;;
Kebonarum;;;;;;;
Kemalang;;;;;;;
Klaten Selatan;;;;;;;
Klaten Tengah;;;;;;;
Klaten Utara;;;;;;;
Manisrenggo;;;;;;;
Ngawen;;;;;;;
Pedan;;;;;;;
Polanharjo;;;;;;;
Prambanan;;;;;;;
Trucuk;;;;;;;
Tulung;;;;;;;
Wedi;;;;;;;
Wonosari;;;;;;;
Bae;;;;;;;
Dawe;;;;;;;
Gebog;;;;;;;
Jati;;;;;;;
Jekulo;;;;;;;
Kaliwungu;;;;;;;
Kudus;;;;;;;
Mejobo;;;;;;;
Undaan;;;;;;;
Bandongan;;;;;;;
Borobudur;;;;;;;
Candimulyo;;;;;;;
Dukun;;;;;;;
Grabag;;;;;;;
Kajoran;;;;;;;
Kaliangkrik;;;;;;;
Mertoyudan;;;;;;;
Mungkid;;;;;;;
Muntilan;;;;;;;
Ngablak;;;;;;;
Ngluwar;;;;;;;
Pakis;;;;;;;
Salam;;;;;;;
Salaman;;;;;;;
Sawangan;;;;;;;
Secang;;;;;;;
Srumbung;;;;;;;
Tegalrejo;;;;;;;
Tempuran;;;;;;;
Windusari;;;;;;;
Batangan;;;;;;;
Cluwak;;;;;;;
Dukuhseti;;;;;;;
Gabus;;;;;;;
Gembong;;;;;;;
Gunungwungkal;;;;;;;
Jaken;;;;;;;
Jakenan;;;;;;;
Juwana;;;;;;;
Kayen;;;;;;;
Margorejo;;;;;;;
Margoyoso;;;;;;;
Pati;;;;;;;
Pucakwangi;;;;;;;
Sukolilo;;;;;;;
Tambakromo;;;;;;;
Tayu;;;;;;;
Tlogowungu;;;;;;;
Trangkil;;;;;;;
Wedarijaksa;;;;;;;
Winong;;;;;;;
Bojong;;;;;;;
Buaran;;;;;;;
Doro;;;;;;;
Kajen;;;;;;;
Kandangserang;;;;;;;
Karanganyar;;;;;;;
Karangdadap;;;;;;;
Kedungwuni;;;;;;;
Kesesi;;;;;;;
Lebakbarang;;;;;;;
Paninggaran;;;;;;;
Petungkriyono;;;;;;;
Siwalan;;;;;;;
Sragi;;;;;;;
Talun;;;;;;;
Tirto;;;;;;;
Wiradesa;;;;;;;
Wonokerto;;;;;;;
Wonopringgo;;;;;;;
Ampelgading;;;;;;;
Bantarbolang;;;;;;;
Belik;;;;;;;
Bodeh;;;;;;;
Comal;;;;;;;
Moga;;;;;;;
Pemalang;;;;;;;
Petarukan;;;;;;;
Pulosari;;;;;;;
Randudongkal;;;;;;;
Taman;;;;;;;
Ulujami;;;;;;;
Warungpring;;;;;;;
Watukumpul;;;;;;;
Bobotsari;;;;;;;
Bojongsari;;;;;;;
Bukateja;;;;;;;
Kaligondang;;;;;;;
Kalimanah;;;;;;;
Karanganyar;;;;;;;
Karangjambu;;;;;;;
Karangmoncol;;;;;;;
Karangreja;;;;;;;
Kejobong;;;;;;;
Kemangkon;;;;;;;
Kertanegara;;;;;;;
Kutasari;;;;;;;
Mrebet;;;;;;;
Padamara;;;;;;;
Pengadegan;;;;;;;
Purbalingga;;;;;;;
Rembang;;;;;;;
Bagelen;;;;;;;
Banyuurip;;;;;;;
Bayan;;;;;;;
Bener;;;;;;;
Bruno;;;;;;;
Butuh;;;;;;;
Gebang;;;;;;;
Grabag;;;;;;;
Kaligesing;;;;;;;
Kemiri;;;;;;;
Kutoarjo;;;;;;;
Loano;;;;;;;
Pituruh;;;;;;;
Purwodadi;;;;;;;
Purworejo;;;;;;;
Ngombol;;;;;;;
Bulu;;;;;;;
Gunem;;;;;;;
Kaliori;;;;;;;
Kragan;;;;;;;
Lasem;;;;;;;
Pamotan;;;;;;;
Pancur;;;;;;;
Rembang;;;;;;;
Sale;;;;;;;
Sarang;;;;;;;
Sedan;;;;;;;
Sluke;;;;;;;
Sulang;;;;;;;
Sumber;;;;;;;
Ambarawa;;;;;;;
Bancak;;;;;;;
Bandungan;;;;;;;
Banyubiru;;;;;;;
Bawen;;;;;;;
Bergas;;;;;;;
Bringin;;;;;;;
Getasan;;;;;;;
Jambu;;;;;;;
Kaliwungu;;;;;;;
Pabelan;;;;;;;
Pringapus;;;;;;;
Suruh;;;;;;;
Susukan;;;;;;;
Sumowono;;;;;;;
Tengaran;;;;;;;
Tuntang;;;;;;;
Ungaran Barat;;;;;;;
Ungaran Timur;;;;;;;
Gemolong;;;;;;;
ꦒꦼꦩꦺꦴꦭꦺꦴꦁ;;;;;;;
(gĕmoloŋ);;;;;;;
Gesi;;;;;;;
ꦒꦼꦱꦶ;;;;;;;
(gĕsi);;;;;;;
Gondang;;;;;;;
ꦒꦺꦴꦤ꧀ꦝꦁ;;;;;;;
(gonḍaŋ);;;;;;;
Jenar;;;;;;;
ꦗꦼꦤꦂ;;;;;;;
(jĕnar);;;;;;;
Kalijambe;;;;;;;
ꦏꦭꦶꦗꦩ꧀ꦧꦺ;;;;;;;
(kalijambé);;;;;;;
Karangmalang;;;;;;;
ꦏꦫꦁꦩꦭꦁ;;;;;;;
(karaŋmalaŋ);;;;;;;
Kedawung;;;;;;;
ꦏꦼꦢꦮꦸꦁ;;;;;;;
(kedawuŋ);;;;;;;
Masaran;;;;;;;
ꦩꦱꦂꦫꦤ꧀;;;;;;;
(masaran);;;;;;;
Miri;;;;;;;
ꦩꦶꦫꦶ;;;;;;;
(miri);;;;;;;
Mondokan;;;;;;;
ꦩꦺꦴꦤ꧀ꦝꦺꦴꦏ꧀ꦏꦤ꧀;;;;;;;
(monḍokan);;;;;;;
Ngrampal;;;;;;;
ꦔꦿꦩ꧀ꦥꦭ꧀;;;;;;;
(ŋrampal);;;;;;;
Plupuh;;;;;;;
ꦥ꧀ꦭꦸꦥꦸꦃ;;;;;;;
(plupuh);;;;;;;
Sambirejo;;;;;;;
ꦱꦩ꧀ꦧꦶꦉꦗ;;;;;;;
(sambirĕjå);;;;;;;
Sambungmacanꦱꦩ꧀ꦧꦸꦁꦩꦕꦤ꧀;;;;;;;
(sambuŋmacan);;;;;;;
Sidoharjo;;;;;;;
ꦱꦶꦢꦲꦂꦗ;;;;;;;
(sidåhårjå);;;;;;;
Sragen;;;;;;;
ꦱꦿꦒꦺꦤ꧀;;;;;;;
(sragèn);;;;;;;
Sukodono;;;;;;;
ꦱꦸꦏꦢꦤ;;;;;;;
(sukådånå);;;;;;;
Sumberlawang;;;;;;;
ꦱꦸꦩ꧀ꦧꦼꦂꦭꦮꦁ;;;;;;;
(sumbĕrlawaŋ);;;;;;;
Tangen;;;;;;;
ꦠꦔꦺꦤ꧀;;;;;;;
(tangèn);;;;;;;
Tanon;;;;;;;
ꦠꦤꦺꦴꦤ꧀;;;;;;;
(tanon);;;;;;;
Baki;;;;;;;
Bendosari;;;;;;;
Bulu;;;;;;;
Gatak;;;;;;;
Grogol;;;;;;;
Kartasura;;;;;;;
Mojolaban;;;;;;;
Nguter;;;;;;;
Polokarto;;;;;;;
Sukoharjo;;;;;;;
Tawangsari;;;;;;;
Weru;;;;;;;
Adiwerna;;;;;;;
Balapulang;;;;;;;
Bojong;;;;;;;
Bumijawa;;;;;;;
Dukuhturi;;;;;;;
Dukuhwaru;;;;;;;
Jatinegara;;;;;;;
Kedungbanteng;;;;;;;
Kramat;;;;;;;
Lebaksiu;;;;;;;
Margasari;;;;;;;
Pagerbarang;;;;;;;
Pangkah;;;;;;;
Slawi;;;;;;;
Suradadi;;;;;;;
Talang;;;;;;;
Tarub;;;;;;;
Warureja;;;;;;;
Bansari;;;;;;;
Bejen;;;;;;;
Bulu;;;;;;;
Candiroto;;;;;;;
Gemawang;;;;;;;
Jumo;;;;;;;
Kaloran;;;;;;;
Kandangan;;;;;;;
Kedu;;;;;;;
Kledung;;;;;;;
Kranggan;;;;;;;
Ngadirejo;;;;;;;
Parakan;;;;;;;
Pringsurat;;;;;;;
Selopampang;;;;;;;
Temanggung;;;;;;;
Tembarak;;;;;;;
Tlogomulyo;;;;;;;
Tretep;;;;;;;
Wonoboyo;;;;;;;
Baturetno;;;;;;;
Batuwarno;;;;;;;
Bulukerto;;;;;;;
Eromoko;;;;;;;
Girimarto;;;;;;;
Giritontro;;;;;;;
Giriwoyo;;;;;;;
Jatipurno;;;;;;;
Jatiroto;;;;;;;
Jatisrono;;;;;;;
Karangtengah;;;;;;;
Kismantoro;;;;;;;
Manyaran;;;;;;;
Ngadirojo;;;;;;;
Nguntoronadi;;;;;;;
Paranggupito;;;;;;;
Pracimantoro;;;;;;;
Puhpelem;;;;;;;
Purwantoro;;;;;;;
Selogiri;;;;;;;
Sidoharjo;;;;;;;
Slogohimo;;;;;;;
Tirtomoyo;;;;;;;
Wonogiri;;;;;;;
Wuryantoro;;;;;;;
Garung;;;;;;;
Kalibawang;;;;;;;
Kalikajar;;;;;;;
Kaliwiro;;;;;;;
Kejajar;;;;;;;
Kepil;;;;;;;
Kertek;;;;;;;
Leksono;;;;;;;
Mojotengah;;;;;;;
Sapuran;;;;;;;
Selomerto;;;;;;;
Sukoharjo;;;;;;;
Wadaslintang;;;;;;;
Watumalang;;;;;;;
Wonosobo;;;;;;;
Magelang Selatan;;;;;;;
Magelang Tengah;;;;;;;
Magelang Utara;;;;;;;
Pekalongan Barat;;;;;;;
Pekalongan Selatan;;;;;;;
Pekalongan Timur;;;;;;;
Pekalongan Utara;;;;;;;
Argomulyo;;;;;;;
Sidorejo;;;;;;;
Sidomukti;;;;;;;
Tingkir;;;;;;;
Banyumanik;;;;;;;
Candisari;;;;;;;
Gajahmungkur;;;;;;;
Gayamsari;;;;;;;
Genuk;;;;;;;
Gunungpati;;;;;;;
Mijen;;;;;;;
Ngaliyan;;;;;;;
Pedurungan;;;;;;;
Semarang Barat;;;;;;;
Semarang Selatan;;;;;;;
Semarang Tengah;;;;;;;
Semarang Timur;;;;;;;
Semarang Utara;;;;;;;
Tembalang;;;;;;;
Tugu;;;;;;;
Banjarsari;;;;;;;
Jebres;;;;;;;
Laweyan;;;;;;;
Pasar Kliwon;;;;;;;
Serengan;;;;;;;
Margadana;;;;;;;
Tegal Barat;;;;;;;
Tegal Selatan;;;;;;;
Tegal Timur;;;;;;;
